"Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"24/2/2009","14:00:00",1.286,0,239.29,5.4,0,0,18
"24/2/2009","15:00:00",1.392,0.076,242.77,5.6,0,1,19
"24/2/2009","16:00:00",1.378,0.086,241.94,5.6,0,1,18
"24/2/2009","17:00:00",1.298,0,242.24,5.2,0,0,18
"24/2/2009","18:00:00",1.396,0.094,240.64,5.8,0,0,18
"24/2/2009","19:00:00",2.45,0.196,240.93,10.2,0,0,18
"24/2/2009","20:00:00",1.184,0.072,241.19,4.8,0,0,0
"24/2/2009","21:00:00",2.202,0.048,238.96,9.6,0,1,0
"24/2/2009","22:00:00",1.528,0.084,235.46,6.4,0,0,17
"24/2/2009","23:00:00",0.244,0,241.43,1,0,0,0
"25/2/2009","00:00:00",0.252,0,244.44,1,0,0,0
"25/2/2009","01:00:00",0.31,0.05,244.37,1.4,0,0,0
"25/2/2009","02:00:00",0.336,0.118,243.84,1.4,0,1,0
"25/2/2009","03:00:00",0.258,0,245.92,1,0,0,0
"25/2/2009","04:00:00",0.256,0,244.95,1,0,0,0
"25/2/2009","05:00:00",0.322,0.098,243.01,1.4,0,0,0
"25/2/2009","06:00:00",1.352,0,243.6,5.4,0,0,18
"25/2/2009","07:00:00",2.608,0,239.08,10.8,0,0,18
"25/2/2009","08:00:00",1.474,0.08,239.72,6,1,0,17
"25/2/2009","09:00:00",1.544,0,237.11,6.4,1,0,17
"25/2/2009","10:00:00",0.326,0.102,239.27,1.4,0,1,0
"25/2/2009","11:00:00",1.318,0,237.14,5.6,0,0,18
"25/2/2009","12:00:00",1.262,0,238.5,5.2,0,0,17
"25/2/2009","13:00:00",1.268,0,239.2,5.2,0,0,18
"25/2/2009","14:00:00",0.216,0,241.94,0.8,0,0,0
"25/2/2009","15:00:00",0.3,0.082,242.94,1.2,0,0,0
"25/2/2009","16:00:00",0.246,0,242.97,1.2,0,0,0
"25/2/2009","17:00:00",0.332,0.104,240.64,1.4,0,0,0
"25/2/2009","18:00:00",0.4,0.23,241.85,1.8,0,2,0
"25/2/2009","19:00:00",0.4,0.204,239.84,1.8,0,0,0
"25/2/2009","20:00:00",2.432,0.164,235.97,10.2,0,0,17
"25/2/2009","21:00:00",1.19,0,238.64,5,0,0,0
"25/2/2009","22:00:00",1.608,0.074,236.85,6.8,0,0,18
"25/2/2009","23:00:00",0.376,0.212,244.75,1.8,0,2,0
"26/2/2009","00:00:00",0.22,0,242.17,0.8,0,0,0
"26/2/2009","01:00:00",0.216,0,241.44,0.8,0,0,0
"26/2/2009","02:00:00",0.302,0.11,245.98,1.2,0,1,0
"26/2/2009","03:00:00",0.224,0,245.3,1,0,0,0
"26/2/2009","04:00:00",1.326,0,244.48,5.4,0,0,18
"26/2/2009","05:00:00",0.226,0,243.33,1,0,0,0
"26/2/2009","06:00:00",0.23,0,245.19,1,0,0,0
"26/2/2009","07:00:00",1.064,0,241.17,4.4,0,0,0
"26/2/2009","08:00:00",1.852,0,240.26,7.6,0,0,17
"26/2/2009","09:00:00",1.264,0,238.95,5.2,0,0,17
"26/2/2009","10:00:00",1.344,0.058,239.17,5.6,0,0,18
"26/2/2009","11:00:00",1.226,0.05,235.25,5.2,0,0,17
"26/2/2009","12:00:00",1.276,0,239.63,5.2,0,0,17
"26/2/2009","13:00:00",0.294,0.088,238.87,1.2,0,2,0
"26/2/2009","14:00:00",0.288,0.076,241.52,1.2,0,0,0
"26/2/2009","15:00:00",0.216,0,242.94,0.8,0,0,0
"26/2/2009","16:00:00",0.222,0,243.59,1,0,0,0
"26/2/2009","17:00:00",0.216,0,242.35,0.8,0,0,0
"26/2/2009","18:00:00",1.932,0.104,238.52,8,0,0,0
"26/2/2009","19:00:00",1.988,0.17,235.76,8.4,0,0,0
"26/2/2009","20:00:00",0.368,0,237.06,1.6,0,0,0
"26/2/2009","21:00:00",1.236,0.076,239.55,5,0,1,0
"26/2/2009","22:00:00",0.362,0,235.23,1.6,0,0,0
"26/2/2009","23:00:00",0.242,0.052,240.79,1,0,0,0
"27/2/2009","00:00:00",0.292,0.07,239.92,1.2,0,1,0
"27/2/2009","01:00:00",1.524,0.052,241.33,6.2,0,0,18
"27/2/2009","02:00:00",0.424,0.046,242.12,1.8,0,0,0
"27/2/2009","03:00:00",0.424,0.046,242.76,1.8,0,0,0
"27/2/2009","04:00:00",0.216,0,241.44,1,0,0,0
"27/2/2009","05:00:00",0.216,0.046,241.02,1,0,0,0
"27/2/2009","06:00:00",0.224,0,243.39,1,0,0,0
"27/2/2009","07:00:00",4.64,0,233.75,19.8,0,0,0
"27/2/2009","08:00:00",1.49,0.264,239.7,6.2,0,2,18
"27/2/2009","09:00:00",0.376,0.054,243.56,1.6,0,0,0
"27/2/2009","10:00:00",0.586,0.052,240.86,2.6,0,0,0
"27/2/2009","11:00:00",1.866,0.16,238.43,7.8,0,1,18
"27/2/2009","12:00:00",1.522,0.046,240.61,6.2,0,0,18
"27/2/2009","13:00:00",1.84,0.346,240.48,7.8,0,0,18
"27/2/2009","14:00:00",3.96,0.178,238.92,16.6,38,0,17
"27/2/2009","15:00:00",1.874,0.534,244.58,8,1,0,19
"27/2/2009","16:00:00",1.958,0.506,243.41,8.2,0,0,18
"27/2/2009","17:00:00",3.536,0.622,239.5,15,0,0,18
"27/2/2009","18:00:00",1.848,0.27,241.02,7.6,0,0,18
"27/2/2009","19:00:00",1.594,0.192,238,6.6,0,1,17
"27/2/2009","20:00:00",2.812,0.084,241.17,11.6,0,0,18
"27/2/2009","21:00:00",2.258,0.086,240.71,9.4,0,0,18
"27/2/2009","22:00:00",2.574,0,238.52,10.8,0,1,17
"27/2/2009","23:00:00",0.66,0.094,243.22,2.8,0,0,0
"28/2/2009","00:00:00",0.364,0.104,244.44,1.6,0,0,0
"28/2/2009","01:00:00",0.436,0.21,243.65,2,0,0,0
"28/2/2009","02:00:00",0.356,0.104,243.64,1.6,0,0,0
"28/2/2009","03:00:00",0.428,0.218,244.85,2,0,0,0
"28/2/2009","04:00:00",0.364,0.118,246.45,1.6,0,0,0
"28/2/2009","05:00:00",0.426,0.212,243.96,2,0,0,0
"28/2/2009","06:00:00",0.356,0.11,245.03,1.6,0,0,0
"28/2/2009","07:00:00",1.486,0.186,241.58,6.2,0,0,18
"28/2/2009","08:00:00",0.428,0,243.47,1.8,0,0,0
"28/2/2009","09:00:00",1.538,0.178,242.18,6.4,0,2,18
"28/2/2009","10:00:00",1.316,0.052,239.15,5.4,0,0,17
"28/2/2009","11:00:00",1.72,0.17,237.8,7.6,0,0,17
"28/2/2009","12:00:00",1.568,0.308,240.53,6.6,0,1,18
"28/2/2009","13:00:00",1.58,0.046,242.08,6.6,0,0,18
"28/2/2009","14:00:00",1.496,0.102,245.17,6,0,0,18
"28/2/2009","15:00:00",0.36,0.078,244.42,1.6,0,0,0
"28/2/2009","16:00:00",0.41,0.114,245.72,1.8,0,0,0
"28/2/2009","17:00:00",5.132,0.41,238.02,21.6,0,75,0
"28/2/2009","18:00:00",1.936,0.39,238.92,8.2,0,0,18
"28/2/2009","19:00:00",3.52,0.322,236.83,15,0,26,0
"28/2/2009","20:00:00",2.586,0.076,237.18,10.8,37,0,0
"28/2/2009","21:00:00",0.612,0.152,242.67,2.6,2,0,0
"28/2/2009","22:00:00",0.45,0.07,240.2,2,0,1,0
"28/2/2009","23:00:00",0.364,0.054,244.5,1.6,0,1,0
"1/3/2009","00:00:00",1.47,0,241.77,6,0,0,18
"1/3/2009","01:00:00",0.502,0.24,244.99,2.2,0,1,0
"1/3/2009","02:00:00",0.264,0.05,245.77,1.2,0,0,0
"1/3/2009","03:00:00",0.344,0.056,245.91,1.4,0,0,0
"1/3/2009","04:00:00",0.366,0.084,244.23,1.6,0,0,0
"1/3/2009","05:00:00",0.278,0,244.7,1.2,0,0,0
"1/3/2009","06:00:00",0.406,0.13,243.63,1.8,0,1,0
"1/3/2009","07:00:00",0.264,0.056,243.03,1.2,0,0,0
"1/3/2009","08:00:00",2.604,0.09,239.63,11,0,0,18
"1/3/2009","09:00:00",0.34,0.058,246.76,1.4,0,0,0
"1/3/2009","10:00:00",1.82,0.06,241.45,7.4,1,0,18
"1/3/2009","11:00:00",2.628,0.236,240.49,11.2,1,31,0
"1/3/2009","12:00:00",1.88,0.278,243.45,7.8,1,2,18
"1/3/2009","13:00:00",1.846,0.128,242.6,7.6,0,0,18
"1/3/2009","14:00:00",1.656,0.146,244.05,6.8,0,1,18
"1/3/2009","15:00:00",2.024,0.116,243.8,8.2,0,0,18
"1/3/2009","16:00:00",6.546,0.55,239.45,27.6,45,0,17
"1/3/2009","17:00:00",1.582,0.32,240.06,6.8,1,0,0
"1/3/2009","18:00:00",1.116,0,239.02,4.6,0,0,0
"1/3/2009","19:00:00",2.892,0.256,237.73,12.8,30,0,0
"1/3/2009","20:00:00",2.698,0.14,235.52,11.4,1,0,17
"1/3/2009","21:00:00",2.726,0.08,239.38,11.4,1,0,18
"1/3/2009","22:00:00",0.842,0,240.66,3.4,0,0,0
"1/3/2009","23:00:00",0.412,0.1,245.45,1.8,0,0,0
"2/3/2009","00:00:00",0.342,0.054,244.12,1.4,0,1,0
"2/3/2009","01:00:00",0.286,0,241.94,1.2,0,0,0
"2/3/2009","02:00:00",0.45,0.222,243.18,2,0,2,0
"2/3/2009","03:00:00",0.342,0.066,243.38,1.4,0,0,0
"2/3/2009","04:00:00",0.268,0,242.67,1.2,0,0,0
"2/3/2009","05:00:00",0.368,0.09,242.12,1.6,0,0,0
"2/3/2009","06:00:00",0.274,0,243.02,1.2,0,0,0
"2/3/2009","07:00:00",0.638,0.086,241.97,2.6,0,0,0
"2/3/2009","08:00:00",1.738,0.072,242.52,7.2,0,0,18
"2/3/2009","09:00:00",1.474,0.138,238.73,6.2,0,1,17
"2/3/2009","10:00:00",1.614,0,240.73,6.8,0,0,18
"2/3/2009","11:00:00",1.658,0.06,240.11,7,0,0,18
"2/3/2009","12:00:00",0.666,0.192,244.18,3.2,0,0,0
"2/3/2009","13:00:00",0.608,0.108,244.51,2.8,0,0,0
"2/3/2009","14:00:00",0.756,0.12,243.23,3.4,0,1,0
"2/3/2009","15:00:00",0.582,0.1,244.75,2.8,0,0,0
"2/3/2009","16:00:00",0.594,0.096,244.03,2.8,0,0,0
"2/3/2009","17:00:00",1.542,0.178,243.51,6.8,0,0,16
"2/3/2009","18:00:00",0.394,0.064,242.58,1.8,0,0,0
"2/3/2009","19:00:00",0.656,0,240.5,2.8,0,1,0
"2/3/2009","20:00:00",2.81,0.138,235.3,12,0,0,17
"2/3/2009","21:00:00",1.604,0,238.95,6.8,0,0,0
"2/3/2009","22:00:00",0.986,0,240.08,4.2,0,0,0
"2/3/2009","23:00:00",0.456,0.196,245.05,2,0,0,0
"3/3/2009","00:00:00",0.358,0.084,243.71,1.6,0,0,0
"3/3/2009","01:00:00",0.266,0.046,246.05,1.2,0,0,0
"3/3/2009","02:00:00",0.268,0.046,246.13,1.2,0,0,0
"3/3/2009","03:00:00",0.37,0.098,246.91,1.6,0,0,0
"3/3/2009","04:00:00",0.362,0.092,246.9,1.6,0,0,0
"3/3/2009","05:00:00",0.348,0.074,244.19,1.4,0,2,0
"3/3/2009","06:00:00",0.268,0.05,244.82,1.2,0,0,0
"3/3/2009","07:00:00",3.08,0.23,238.78,12.8,0,0,17
"3/3/2009","08:00:00",1.784,0.078,241.01,7.4,1,0,18
"3/3/2009","09:00:00",1.452,0.058,244.76,5.8,1,0,18
"3/3/2009","10:00:00",1.442,0.052,242.65,5.8,0,1,18
"3/3/2009","11:00:00",1.338,0.072,240.81,5.6,0,0,18
"3/3/2009","12:00:00",1.718,0.064,241.8,7.6,0,0,18
"3/3/2009","13:00:00",1.634,0.108,239.75,6.8,0,0,18
"3/3/2009","14:00:00",1.328,0.074,239.35,5.6,0,0,18
"3/3/2009","15:00:00",1.564,0.068,241.21,6.4,0,0,18
"3/3/2009","16:00:00",1.412,0,242.3,5.8,0,0,18
"3/3/2009","17:00:00",1.436,0.068,241.74,5.8,0,0,18
"3/3/2009","18:00:00",0.538,0.156,242.12,2.4,0,1,0
"3/3/2009","19:00:00",1.342,0,239.95,5.6,0,0,0
"3/3/2009","20:00:00",1.272,0.058,241.02,5.2,0,0,0
"3/3/2009","21:00:00",2.99,0.068,241.87,12.4,0,0,18
"3/3/2009","22:00:00",1.95,0,239.44,8,0,0,0
"3/3/2009","23:00:00",0.486,0.244,244.16,2.2,0,1,0
"4/3/2009","00:00:00",0.258,0.05,243.24,1.2,0,0,0
"4/3/2009","01:00:00",0.258,0.05,243.84,1.2,0,0,0
"4/3/2009","02:00:00",0.284,0,242.82,1.4,0,0,0
"4/3/2009","03:00:00",0.36,0.092,245.67,1.6,0,0,0
"4/3/2009","04:00:00",0.346,0.076,244.08,1.4,0,1,0
"4/3/2009","05:00:00",0.26,0.05,243.47,1.2,0,0,0
"4/3/2009","06:00:00",0.372,0.084,243.42,1.6,0,0,0
"4/3/2009","07:00:00",1.48,0.144,240.35,6.6,0,0,3
"4/3/2009","08:00:00",3.51,0,240.74,14.6,0,0,18
"4/3/2009","09:00:00",1.392,0,238.09,5.8,0,0,17
"4/3/2009","10:00:00",1.476,0.056,240.44,6.2,0,0,18
"4/3/2009","11:00:00",1.424,0.07,244.67,5.8,0,0,19
"4/3/2009","12:00:00",1.566,0.08,243.54,6.4,0,2,19
"4/3/2009","13:00:00",0.696,0.268,244.37,3,0,0,0
"4/3/2009","14:00:00",0.486,0.088,243.63,2.2,1,0,0
"4/3/2009","15:00:00",1.41,0,245.39,5.8,1,17,0
"4/3/2009","16:00:00",0.482,0.19,245.69,2.2,0,2,0
"4/3/2009","17:00:00",0.324,0.054,240.99,1.6,0,1,0
"4/3/2009","18:00:00",1.926,0.228,240.52,8,0,0,0
"4/3/2009","19:00:00",2.314,0.196,236.96,9.8,0,0,0
"4/3/2009","20:00:00",1.712,0,240.19,7,0,0,0
"4/3/2009","21:00:00",0.87,0.08,237.26,3.8,0,0,0
"4/3/2009","22:00:00",3.646,0.092,237.17,16,18,0,18
"4/3/2009","23:00:00",0.554,0.178,244.73,2.4,1,2,0
"5/3/2009","00:00:00",0.42,0.07,242.13,1.8,0,0,0
"5/3/2009","01:00:00",0.324,0.062,242.7,1.6,0,0,0
"5/3/2009","02:00:00",0.406,0.048,246.05,1.8,0,0,0
"5/3/2009","03:00:00",0.432,0.076,243.83,2,0,0,0
"5/3/2009","04:00:00",0.488,0.202,244.4,2.2,0,2,0
"5/3/2009","05:00:00",0.382,0,243.99,1.6,0,0,0
"5/3/2009","06:00:00",0.312,0.064,243.43,1.4,0,0,0
"5/3/2009","07:00:00",1.796,0.138,239.4,8,0,0,0
"5/3/2009","08:00:00",2.332,0.174,236.51,9.8,0,0,17
"5/3/2009","09:00:00",1.332,0.086,237.15,5.6,0,0,17
"5/3/2009","10:00:00",1.382,0.082,239.45,5.8,0,0,18
"5/3/2009","11:00:00",1.45,0,236.29,6.2,0,0,17
"5/3/2009","12:00:00",1.6,0.238,239.42,6.8,0,0,18
"5/3/2009","13:00:00",1.392,0.08,242.99,5.6,0,0,18
"5/3/2009","14:00:00",1.386,0.08,241.71,5.6,0,0,18
"5/3/2009","15:00:00",0.556,0.306,244.5,2.6,0,1,0
"5/3/2009","16:00:00",0.304,0.064,244.33,1.4,0,0,0
"5/3/2009","17:00:00",0.3,0.072,242.65,1.4,0,0,0
"5/3/2009","18:00:00",0.362,0.076,239.04,1.8,0,0,0
"5/3/2009","19:00:00",2.062,0.208,235.43,8.8,0,0,0
"5/3/2009","20:00:00",3.51,0.144,239.4,14.6,0,2,17
"5/3/2009","21:00:00",0.942,0,238.79,4,0,0,0
"5/3/2009","22:00:00",0.456,0.062,237.62,2,0,0,0
"5/3/2009","23:00:00",0.538,0.062,242.74,2.4,0,0,0
"6/3/2009","00:00:00",0.368,0.058,244.07,1.6,0,0,0
"6/3/2009","01:00:00",0.404,0.068,239.74,1.8,0,0,0
"6/3/2009","02:00:00",0.402,0.084,243.77,1.8,0,0,0
"6/3/2009","03:00:00",0.31,0.05,245.3,1.4,0,0,0
"6/3/2009","04:00:00",1.494,0.06,243.81,6,0,1,18
"6/3/2009","05:00:00",0.41,0.088,245.25,1.8,0,0,0
"6/3/2009","06:00:00",0.324,0,244.18,1.4,0,0,0
"6/3/2009","07:00:00",2.424,0.16,237.44,10.2,0,2,18
"6/3/2009","08:00:00",1.802,0.082,238.8,7.6,0,0,18
"6/3/2009","09:00:00",1.486,0.062,240.86,6.2,0,0,18
"6/3/2009","10:00:00",1.448,0,238.85,6,0,0,17
"6/3/2009","11:00:00",1.368,0.074,238.06,5.8,0,0,18
"6/3/2009","12:00:00",0.604,0.062,237.77,3,0,0,0
"6/3/2009","13:00:00",1.038,0.258,237.46,4.6,0,0,0
"6/3/2009","14:00:00",0.728,0,241.25,3.4,0,0,0
"6/3/2009","15:00:00",1.666,0,242.08,7,0,1,18
"6/3/2009","16:00:00",1.63,0,242.25,6.8,0,0,18
"6/3/2009","17:00:00",1.408,0.06,238.19,5.8,0,0,17
"6/3/2009","18:00:00",1.43,0.118,234.96,6,0,0,17
"6/3/2009","19:00:00",0.676,0.07,235.31,2.8,0,0,0
"6/3/2009","20:00:00",2.558,0.06,238.67,10.6,0,0,17
"6/3/2009","21:00:00",5.618,0.074,236.92,23.6,37,0,17
"6/3/2009","22:00:00",0.524,0,240.38,2.2,1,0,0
"6/3/2009","23:00:00",0.526,0.324,243.13,2.6,0,2,0
"7/3/2009","00:00:00",0.362,0.092,242.59,1.6,0,0,0
"7/3/2009","01:00:00",0.364,0.1,244.97,1.6,0,0,0
"7/3/2009","02:00:00",0.346,0.074,246.81,1.4,0,0,0
"7/3/2009","03:00:00",0.27,0,247.62,1.2,0,0,0
"7/3/2009","04:00:00",0.27,0,247.53,1.2,0,0,0
"7/3/2009","05:00:00",0.34,0.062,243.73,1.4,0,0,0
"7/3/2009","06:00:00",0.274,0,245.3,1.2,0,0,0
"7/3/2009","07:00:00",1.75,0.248,240.67,7.4,0,1,0
"7/3/2009","08:00:00",1.548,0.08,241.9,6.4,0,0,18
"7/3/2009","09:00:00",1.482,0.182,240.22,6.2,0,0,18
"7/3/2009","10:00:00",1.39,0.064,239.29,5.8,0,2,18
"7/3/2009","11:00:00",1.304,0.054,238.58,5.4,0,0,18
"7/3/2009","12:00:00",0.498,0.202,240.35,2.2,1,0,0
"7/3/2009","13:00:00",0.628,0.158,242.68,2.6,1,0,0
"7/3/2009","14:00:00",0.36,0.102,243.1,1.6,0,0,0
"7/3/2009","15:00:00",1.428,0.084,241.79,5.8,0,0,18
"7/3/2009","16:00:00",1.488,0.076,242.39,6.2,0,0,18
"7/3/2009","17:00:00",1.64,0.078,239.69,6.8,0,0,18
"7/3/2009","18:00:00",3.044,0.282,237.62,13,0,2,17
"7/3/2009","19:00:00",2.746,0.232,236.97,11.6,0,0,17
"7/3/2009","20:00:00",1.548,0.068,242.49,6.4,0,0,18
"7/3/2009","21:00:00",1.61,0.162,240.65,6.6,0,0,17
"7/3/2009","22:00:00",0.36,0.058,240.73,1.6,0,0,0
"7/3/2009","23:00:00",0.56,0.222,246.79,2.4,0,1,0
"8/3/2009","00:00:00",0.452,0.072,242.14,2,0,0,0
"8/3/2009","01:00:00",0.478,0.084,245.42,2,0,0,0
"8/3/2009","02:00:00",0.276,0,245.31,1.2,0,0,0
"8/3/2009","03:00:00",0.32,0.108,247.48,1.4,0,0,0
"8/3/2009","04:00:00",0.302,0.086,244.91,1.2,0,2,0
"8/3/2009","05:00:00",1.402,0.056,244.87,5.6,0,0,18
"8/3/2009","06:00:00",0.328,0.096,244.45,1.4,0,0,0
"8/3/2009","07:00:00",0.216,0,243.95,0.8,0,0,0
"8/3/2009","08:00:00",3.278,0.2,239.81,13.6,0,0,0
"8/3/2009","09:00:00",0.318,0,244.76,1.6,0,0,0
"8/3/2009","10:00:00",3.332,0.14,238.31,14.2,0,28,17
"8/3/2009","11:00:00",4.15,0.386,234.54,17.8,37,2,16
"8/3/2009","12:00:00",4.354,0.37,234,18.6,37,0,17
"8/3/2009","13:00:00",1.84,0.424,239.97,7.8,1,0,18
"8/3/2009","14:00:00",1.396,0.054,242.59,5.8,0,0,18
"8/3/2009","15:00:00",1.52,0.092,245.3,6.2,0,0,18
"8/3/2009","16:00:00",1.398,0,244.55,5.6,1,0,18
"8/3/2009","17:00:00",3.762,0.07,239.87,15.6,38,1,18
"8/3/2009","18:00:00",5.842,0.184,237.44,24.6,0,75,18
"8/3/2009","19:00:00",1.628,0.14,240.31,6.8,0,0,0
"8/3/2009","20:00:00",0.592,0,240.93,2.4,0,0,0
"8/3/2009","21:00:00",1.754,0.12,243.83,7.2,0,0,0
"8/3/2009","22:00:00",3.066,0,238.57,13,1,24,18
"8/3/2009","23:00:00",0.328,0.066,244.82,1.4,0,0,0
"9/3/2009","00:00:00",0.362,0.108,245.31,1.6,0,0,0
"9/3/2009","01:00:00",0.262,0,246.08,1,0,0,0
"9/3/2009","02:00:00",0.344,0.11,244.12,1.4,0,0,0
"9/3/2009","03:00:00",0.318,0.098,244.55,1.4,0,1,0
"9/3/2009","04:00:00",0.34,0.104,243.1,1.4,0,0,0
"9/3/2009","05:00:00",0.23,0,242.6,1,0,0,0
"9/3/2009","06:00:00",1.364,0.05,240.38,5.6,0,0,17
"9/3/2009","07:00:00",1.954,0.124,245.13,8,0,0,19
"9/3/2009","08:00:00",1.654,0.07,241.42,6.8,0,1,18
"9/3/2009","09:00:00",1.42,0.176,237.66,6,0,0,17
"9/3/2009","10:00:00",1.452,0.052,240.44,6,0,0,18
"9/3/2009","11:00:00",1.296,0,242.08,5.2,0,0,18
"9/3/2009","12:00:00",1.718,0.248,243.14,7.2,0,0,18
"9/3/2009","13:00:00",1.632,0,243.46,6.6,0,1,19
"9/3/2009","14:00:00",1.74,0.158,245.91,7,0,0,18
"9/3/2009","15:00:00",1.438,0,244.29,5.8,0,0,19
"9/3/2009","16:00:00",0.422,0.116,246.72,1.8,0,0,0
"9/3/2009","17:00:00",0.43,0.054,241.9,2,0,0,0
"9/3/2009","18:00:00",0.59,0.186,239.84,2.8,0,2,0
"9/3/2009","19:00:00",0.818,0.126,236.91,3.6,0,0,0
"9/3/2009","20:00:00",1.988,0.206,242.74,8.2,0,0,0
"9/3/2009","21:00:00",2.906,0.168,236.96,12.2,0,0,17
"9/3/2009","22:00:00",1.356,0,239.76,5.6,1,0,0
"9/3/2009","23:00:00",3.024,0.36,242.79,12.4,38,2,0
"10/3/2009","00:00:00",0.29,0,243.73,1.4,0,0,0
"10/3/2009","01:00:00",0.372,0.104,244.99,1.6,0,0,0
"10/3/2009","02:00:00",0.35,0.074,245.31,1.4,0,0,0
"10/3/2009","03:00:00",0.864,0.102,245.89,4.2,0,0,6
"10/3/2009","04:00:00",0.272,0,243.19,1.2,0,0,0
"10/3/2009","05:00:00",0.348,0.066,243.33,1.4,0,0,0
"10/3/2009","06:00:00",0.38,0.102,244.53,1.6,0,0,0
"10/3/2009","07:00:00",2.198,0.138,238.97,9.2,0,2,17
"10/3/2009","08:00:00",2.066,0.318,241.83,8.6,0,0,18
"10/3/2009","09:00:00",1.82,0.066,237.4,8.4,0,0,17
"10/3/2009","10:00:00",1.71,0.074,237.3,7.2,0,0,18
"10/3/2009","11:00:00",1.918,0.168,240.81,8,0,0,18
"10/3/2009","12:00:00",1.442,0.058,241.18,6,0,1,18
"10/3/2009","13:00:00",1.568,0,242.77,6.4,0,0,18
"10/3/2009","14:00:00",1.518,0,241.19,6.2,0,0,18
"10/3/2009","15:00:00",1.47,0.072,246,6,0,0,19
"10/3/2009","16:00:00",1.532,0.05,243.15,6.2,0,0,18
"10/3/2009","17:00:00",0.432,0.048,242.88,1.8,0,2,0
"10/3/2009","18:00:00",0.806,0.158,242.4,3.4,0,0,0
"10/3/2009","19:00:00",1.616,0,241.36,6.6,0,0,0
"10/3/2009","20:00:00",1.142,0.088,240.64,4.8,0,0,0
"10/3/2009","21:00:00",2.224,0.172,238.78,9.4,0,0,0
"10/3/2009","22:00:00",1.426,0,238.89,6,0,1,0
"10/3/2009","23:00:00",1.858,0.092,240.85,7.6,0,0,0
"11/3/2009","00:00:00",1.406,0.078,243.39,5.8,0,0,18
"11/3/2009","01:00:00",0.244,0,241.91,1,0,0,0
"11/3/2009","02:00:00",1.906,0.102,242.98,7.8,0,0,0
"11/3/2009","03:00:00",1.472,0.206,243.89,6,0,1,0
"11/3/2009","04:00:00",0.354,0.122,243.93,1.6,0,0,0
"11/3/2009","05:00:00",0.25,0,244.22,1,0,0,0
"11/3/2009","06:00:00",1.39,0.076,243.1,5.6,0,0,0
"11/3/2009","07:00:00",1.914,0.114,239.09,8,0,0,17
"11/3/2009","08:00:00",1.692,0,239.51,7,0,0,18
"11/3/2009","09:00:00",1.694,0.056,238.22,7.2,1,0,17
"11/3/2009","10:00:00",2.864,0,237.91,13,25,0,17
"11/3/2009","11:00:00",1.576,0.058,241.76,6.6,0,1,18
"11/3/2009","12:00:00",1.982,0.376,241.23,8.4,0,1,18
"11/3/2009","13:00:00",1.32,0,244.36,5.4,0,0,18
"11/3/2009","14:00:00",1.43,0.098,244.39,5.8,0,0,18
"11/3/2009","15:00:00",3.134,0.116,244.58,12.8,0,22,18
"11/3/2009","16:00:00",0.812,0.046,244.67,3.6,0,0,0
"11/3/2009","17:00:00",0.722,0.098,244.07,3,0,0,0
"11/3/2009","18:00:00",2.456,0.16,238.33,10.6,0,34,0
"11/3/2009","19:00:00",2.906,0.264,240.46,12.6,0,29,0
"11/3/2009","20:00:00",0.504,0,240.58,2.2,0,0,0
"11/3/2009","21:00:00",4.456,0.12,234.85,19,1,31,17
"11/3/2009","22:00:00",0.982,0.11,236.69,4.2,1,0,0
"11/3/2009","23:00:00",0.564,0.06,243.12,2.4,0,3,0
"12/3/2009","00:00:00",0.414,0.222,245.35,1.8,0,0,0
"12/3/2009","01:00:00",0.236,0,243.22,1,0,0,0
"12/3/2009","02:00:00",0.238,0,243.57,1,0,0,0
"12/3/2009","03:00:00",0.404,0.21,242.42,1.8,0,0,0
"12/3/2009","04:00:00",0.236,0,242.51,1,0,0,0
"12/3/2009","05:00:00",0.328,0.102,243.3,1.4,0,0,0
"12/3/2009","06:00:00",1.402,0.098,242.28,5.8,0,2,18
"12/3/2009","07:00:00",2.326,0,240.09,9.6,0,0,18
"12/3/2009","08:00:00",2.158,0.068,239.95,9,0,0,17
"12/3/2009","09:00:00",1.772,0.066,238.19,7.4,0,0,17
"12/3/2009","10:00:00",1.82,0,236.66,7.6,0,0,17
"12/3/2009","11:00:00",1.816,0.054,234.9,7.6,0,0,17
"12/3/2009","12:00:00",1.464,0.11,240.72,6,0,0,17
"12/3/2009","13:00:00",1.468,0.178,242.75,6,0,2,18
"12/3/2009","14:00:00",1.666,0.054,242.06,6.8,0,0,18
"12/3/2009","15:00:00",1.898,0.074,243.83,7.8,0,0,18
"12/3/2009","16:00:00",1.86,0.31,244.5,7.6,0,0,18
"12/3/2009","17:00:00",1.33,0.046,245.65,5.4,0,0,19
"12/3/2009","18:00:00",0.4,0.232,245.29,1.8,0,1,0
"12/3/2009","19:00:00",3.188,0.286,236.98,13.6,0,0,0
"12/3/2009","20:00:00",1.57,0,240.75,6.4,0,0,0
"12/3/2009","21:00:00",2.254,0.104,242.16,9.2,0,0,18
"12/3/2009","22:00:00",1.234,0,240.56,5,0,0,0
"12/3/2009","23:00:00",0.32,0.11,247.02,1.4,0,0,0
"13/3/2009","00:00:00",0.218,0,245.15,0.8,0,0,0
"13/3/2009","01:00:00",0.304,0.092,245.63,1.2,0,1,0
